knowledge,issue_category,reference_url,knowledge_type
"- ナレッジ: 複数形を表す場合、単語自体を指すときはアポストロフィは不要
- 背景: 意味の混乱を避けるため
- 使われるべき状況: 複数形の表記で単語の意味を保持する場合
- 例: ""There can be no ands, ifs, and buts.""（条件がないことを意味）",['単語'],19900017394-ページ-57.pdf (Page 1),一般的な論文
"- ナレッジ: 省略形（縮約形）で省かれた文字を示す場合にアポストロフィを使用
- 背景: 省略を明示し、読みやすさを保つため
- 使われるべき状況: 縮約形を用いる場合（ただし正式な論文では稀）
- 例: ""it's""（it is）、""Gov't""、""nat'l""",['単語'],19900017394-ページ-57.pdf (Page 1),一般的な論文
"- ナレッジ: 括弧は引用文中の編集挿入や訂正、コメント、参考文献の引用に使用
- 背景: 引用文の内容を明確にし、補足情報を示すため
- 使われるべき状況: 引用文中の補足説明や参考文献の年次表記など
- 例: ""These instruments [the radiometer and scatterometer] have been used successfully.""",['形式'],19900017394-ページ-57.pdf (Page 1),一般的な論文
"- ナレッジ: 括弧内にさらに括弧を入れる場合、角括弧を使うことを一部の権威は推奨するが、必須ではない
- 背景: 読みやすさと混乱回避のための選択肢
- 使われるべき状況: 括弧内に補足説明や引用を入れる場合
- 例: ""(Chicago Press 1982; Skillin et al. 1974; and Ebbitt and Ebbitt 1982)""のように括弧内に括弧を使用",['形式'],19900017394-ページ-57.pdf (Page 1),一般的な論文
"- ナレッジ: コロンはリスト、節、引用文の導入や区切りに使用し、強い区切りの役割を持つ
- 背景: 文の構造を明確にし、読みやすくするため
- 使われるべき状況: 完全な文の後にリストや説明を導入する場合
- 例: ""The components of the rack-mounted electronics are: power supplies, the gimbal controller, ...""（誤用例）",['形式'],19900017394-ページ-57.pdf (Page 1),一般的な論文
"- ナレッジ: コロンは動詞や前置詞とその直接目的語の間には使用しない
- 背景: 文法的誤用を避け、文の意味を正確に伝えるため
- 使われるべき状況: 動詞や前置詞の後に直接目的語を続ける場合
- 例: ""The components of the rack-mounted electronics are power supplies, the gimbal controller, ...""（正しい用法）",['文法'],19900017394-ページ-57.pdf (Page 1),一般的な論文
"- ナレッジ: 参考文献リストは著者名、発行年、書籍名、版数、出版社名を明確に記載すること
- 背景: 参考文献の正確な記載は論文の信頼性と再現性を高めるため
- 使われるべき状況: 論文の参考文献セクション作成時
- 例: ""Bernstein, Theodore M. 1981: The Careful Writer-A Modern Guide to English Usage. Atheneum.""のように記載すること。",['形式'],19900017394-ページ-104.pdf (Page 1),一般的な論文
"- ナレッジ: 論文のフォントサイズは10ポイントに設定
- 背景: 学会の統一フォーマットに準拠し、読みやすさを確保するため
- 使われるべき状況: 論文全体のフォント設定を行う際
- 例: \documentclass[10pt]{article}を使用すること。",['形式'],19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: タイトルは米国式の大文字ルール（Title Case）に従うこと
- 背景: 論文タイトルの統一感と正式な印象を与えるため
- 使われるべき状況: 論文タイトルの記述時
- 例: ""An Analysis of Data"" のように主要単語の頭文字を大文字にする。","['形式', '単語']",19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: 要約（Abstract）は200語以内に制限すること
- 背景: 読者が短時間で論文の概要を把握できるようにするため
- 使われるべき状況: 論文の要約作成時
- 例: Abstractセクションの文章を200語以内にまとめる。",['段落構成'],19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: ページ番号は印刷しないこと
- 背景: 学会提出用の論文ではページ番号が不要で、統一感を保つため
- 使われるべき状況: 論文の最終版作成時
- 例: \pagestyle{empty} を設定してページ番号を非表示にする。",['形式'],19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: 引用は著者名と発行年を記載すること（著者-年方式）
- 背景: 引用元の特定を容易にし、学術的な信頼性を高めるため
- 使われるべき状況: 論文内で他文献を参照する際
- 例: (Smith, 2020) のように記述する。","['形式', '単語']",19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: 図のキャプションは図の下に配置すること
- 背景: 図と説明文の対応を明確にし、読みやすさを向上させるため
- 使われるべき状況: 図表作成時
- 例: \caption{} コマンドを図の環境内で図の下に記述する。",['形式'],19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: 図は中央揃え（センタリング）で配置することが推奨される
- 背景: 論文の見た目を整え、視覚的なバランスを保つため
- 使われるべき状況: 図の挿入時
- 例: \begin{center} ... \end{center} または \centering を使用する。",['形式'],19900017394-ページ-105.pdf (Page 1),一般的な論文
"- ナレッジ: 永続的な前置詞句の複合名詞はハイフンでつなぐこと
- 背景: 複合名詞の意味を明確にし、読みやすさを向上させるため
- 使われるべき状況: 永続的な前置詞句複合名詞を記述する際
- 例: right-of-way, mother-in-law",['形式'],19900017394-ページ-75.pdf (Page 1),一般的な論文
"- ナレッジ: 永続的な複合名詞は通常、固有の単語として連結して書くこと
- 背景: 複合名詞の一体感を示し、読みやすさを保つため
- 使われるべき状況: 永続的な複合名詞を記述する際
- 例: workbench, cupboard",['形式'],19900017394-ページ-75.pdf (Page 1),一般的な論文
"- ナレッジ: 辞書に掲載されているがまだハイフンでつながれていない複合名詞はハイフンを付けないこと
- 背景: 標準的な綴りに従い、誤用を防ぐため
- 使われるべき状況: 複合名詞のハイフン付けを判断する際
- 例: state of the art（名詞形）、state-of-the-art（形容詞形）",['形式'],19900017394-ページ-75.pdf (Page 1),一般的な論文
"- ナレッジ: 一時的な複合名詞を形成する場合はハイフンでつなぐことが適切
- 背景: 複数の名詞が一つの概念を表すことを明示するため
- 使われるべき状況: 一時的な複合名詞を作成する際
- 例: wing-body, writer-editor",['形式'],19900017394-ページ-75.pdf (Page 1),一般的な論文
"- ナレッジ: 名詞から派生した能動態の複合動詞はハイフンでつなぐこと
- 背景: 動詞の構成要素を明確にし、意味の誤解を防ぐため
- 使われるべき状況: 能動態の複合動詞を記述する際
- 例: flight-tested, cross-brace",['形式'],19900017394-ページ-75.pdf (Page 1),一般的な論文
